brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Ford,Expedition Max Limited,2022,"26,500 mi.",Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,65900
Porsche,Macan Base,2018,"82,300 mi.",Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,35000
BMW,335 i,2011,"73,000 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,16000
Mazda,CX-7 Sport,2009,"113,000 mi.",Gasoline,244.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,5499
Mazda,Mazda6 Grand Touring,2020,"35,902 mi.",Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Deep Crystal Blue Mica,Black,None reported,,22966
BMW,i3 Base,2015,"26,000 mi.",,170.0HP 0.65L Electric Motor Electric Fuel System,1-Speed A/T,White,Beige,None reported,Yes,14999
Mercedes-Benz,Sprinter 3500 High Roof,2022,105 mi.,Diesel,161.0HP 2.0L 4 Cylinder Engine Diesel Fuel,7-Speed A/T,Black,Orange,None reported,Yes,200000
Acura,MDX w/Technology Package,2022,"30,177 mi.",Gasoline,3.5L 24V SOHC I-VTEC V6,2,Majestic Black Pearl,Espresso,None reported,,46598
GMC,Acadia SLT-1,2012,"116,226 mi.",Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,7900
Jaguar,XF 25t Premium,2018,"18,800 mi.",Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,Yes,26000
Ford,Edge SEL,2019,"26,465 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,White Platinum Tri-Coat Metallic,Ebony,None reported,,24998
Land,Rover Range Rover P530 SE LWB 7 Seat,2023,350 mi.,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,195000
Jaguar,XF Premium,2011,"35,134 mi.",Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,12400
Lexus,RX 350 Base,2021,"20,598 mi.",Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Atomic Silver,Gray,At least 1 accident or damage reported,,42599
Tesla,Model 3 Long Range,2021,"23,749 mi.",,Electric,1-Speed Automatic,White,Black,None reported,,35999
Kia,Sportage LX,2014,"87,000 mi.",Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,8900
Volkswagen,Passat 2.0T SE,2020,"49,400 mi.",Gasoline,174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Brown,None reported,Yes,20900
Porsche,911 Carrera,2022,"2,950 mi.",Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Black,None reported,Yes,131000
Porsche,Cayenne Turbo,2009,"41,965 mi.",Gasoline,500.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,At least 1 accident or damage reported,Yes,35000
Lexus,RX 350 Base,2009,"178,000 mi.",Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,4500
Jeep,Wrangler Unlimited Sahara,2017,"66,107 mi.",Gasoline,3.6L V6 24V MPFI DOHC,5-Speed Automatic,Black Clearcoat,Black,None reported,,31331
Jeep,Gladiator Overland,2021,"4,100 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,55000
Nissan,Pathfinder S,2020,"41,250 mi.",Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,White,–,None reported,Yes,21865
Porsche,911 Carrera C2S,2005,"28,500 mi.",Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,63500
Land,Rover Range Rover Sport HSE,2019,"42,000 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,48990
Mercedes-Benz,Maybach S S 600,2016,"18,069 mi.",Gasoline,523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,79999
Tesla,Model S P100D,2018,"10,065 mi.",,Electric,1-Speed Automatic,Red Multi,White,None reported,,59999
Honda,Accord Hybrid Touring,2017,"96,400 mi.",Hybrid,212.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,White,Beige,At least 1 accident or damage reported,Yes,18500
Bentley,Arnage R,2003,"55,050 mi.",Gasoline,400.0HP 6.75L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Gray,None reported,Yes,34995
RAM,1500 TRX,2021,"15,183 mi.",Gasoline,702.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,90000
Nissan,GT-R Premium,2009,"88,000 mi.",Gasoline,480.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,At least 1 accident or damage reported,Yes,57000
Chevrolet,Silverado 1500 Limited Custom,2022,"30,455 mi.",Gasoline,2.7 Liter DOHC Turbo,Automatic,Summit White,Jet Black,None reported,,37698
BMW,530 i,2017,"37,000 mi.",Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,31000
BMW,M3 CS,2024,456 mi.,Gasoline,543.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,128995
Toyota,Corolla iM Base,2017,"41,932 mi.",Gasoline,137.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,18700
Acura,TLX A-Spec,2020,"32,500 mi.",Gasoline,206.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,32000
Mercedes-Benz,AMG GLS 63 4MATIC,2022,"4,102 mi.",Hybrid,603.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Black,Black,None reported,Yes,144664
Audi,A6 45 Premium Plus,2021,"33,000 mi.",Hybrid,248.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Black,None reported,Yes,40000
Mercedes-Benz,SL-Class SL 550,2013,"24,933 mi.",Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Red,At least 1 accident or damage reported,Yes,40250
Audi,TT 3.2 Cabriolet quattro,2008,"207,000 mi.",Gasoline,250.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,10500
Subaru,Impreza Outback Sport Wagon,2008,"98,313 mi.",Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Gray,None reported,Yes,7495
Hyundai,Santa Cruz 2.5T Limited,2022,"22,829 mi.",Gasoline,2.5L I4 16V PDI DOHC Turbo,Automatic,Hampton Gray,Black,None reported,,34580
Land,Rover Defender S,2023,"15,200 mi.",Gasoline,296.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,62999
Acura,MDX Sport Hybrid 3.0L w/Technology Package,2019,"56,778 mi.",Hybrid,321.0HP 3.0L V6 Cylinder Engine Gas/Electric Hybrid,7-Speed A/T,Black,Black,None reported,Yes,41899
BMW,550 Gran Turismo i,2013,"79,341 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Brown,None reported,Yes,16800
Pontiac,Firebird Base,1999,"158,000 mi.",Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,2500
Mercedes-Benz,CLA-Class CLA 250,2014,"76,170 mi.",Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,16500
Jeep,Wrangler Sport,2011,"109,646 mi.",Gasoline,3.8L V6 12V MPFI OHV,4-Speed Automatic,Mango Tango Pearlcoat,Black,None reported,,16998
Land,Rover Discovery Sport S R-Dynamic,2022,"23,568 mi.",Gasoline,2.0 Liter,Automatic,Firenze Red,Ebony,None reported,,44998
Ford,F-250 XLT SuperCab Super Duty,2008,"149,460 mi.",Diesel,350.0HP 6.4L 8 Cylinder Engine Diesel Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,12240
Mercedes-Benz,GLS 450 Base 4MATIC,2020,"17,900 mi.",Hybrid,362.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,80000
Audi,Q7 3.0T Premium Plus,2014,"96,273 mi.",Gasoline,280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,15495
Volkswagen,Golf GTI 2.0T SE 4-Door,2019,"33,000 mi.",Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,27500
Ferrari,488 Spider Base,2019,"9,005 mi.",Gasoline,3.9L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,White,–,None reported,,319900
Audi,e-tron Premium,2021,"18,031 mi.",,Electric,1-Speed Automatic,Navarra Blue Metallic,Black,None reported,,39599
Mercedes-Benz,AMG C 43 Base 4MATIC,2017,"54,500 mi.",Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,37995
BMW,135 i,2011,"132,000 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,11000
Mercedes-Benz,SLK-Class SLK230 Kompressor,2003,"33,272 mi.",Gasoline,192.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,At least 1 accident or damage reported,Yes,11900
Ford,Transit-350 XLT,2015,"143,000 mi.",Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None reported,Yes,22500
Audi,Q3 S line Premium Plus,2022,"17,377 mi.",Gasoline,2.0 Liter TFSI,Automatic,Glacier White,Pearl Beige,None reported,,39998
Toyota,Tundra SR5,2016,"119,000 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,29950
Audi,S4 3.0T Premium Plus,2014,"106,000 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,23000
Subaru,BRZ Limited,2013,"129,858 mi.",Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,13490
BMW,740 i,2016,"57,939 mi.",Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,27500
Mercedes-Benz,E-Class E 550 4MATIC,2014,"63,000 mi.",Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,28500
Subaru,Outback 3.0 R VDC Limited,2005,"107,000 mi.",Gasoline,250.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,7100
Audi,RS 7 4.0T Performance Prestige,2017,"39,071 mi.",Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,White,Black,None reported,,67900
Porsche,Cayenne Base,2014,"117,697 mi.",Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,16975
GMC,Sierra 2500 AT4,2022,"31,681 mi.",Gasoline,6.6L V8 16V GDI OHV,Automatic,Cayenne Red Tintcoat,Jet Black,At least 1 accident or damage reported,,67963
Mercedes-Benz,S-Class S 450,2018,"69,600 mi.",Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,40888
RAM,1500 Classic Warlock,2019,"36,757 mi.",E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,8-Speed Automatic,Diamond Black,Diesel Gray / Black,None reported,Yes,31953
Maserati,Ghibli Base,2015,"73,000 mi.",Gasoline,345.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,None reported,Yes,17999
Lincoln,Navigator Reserve,2016,"125,000 mi.",Gasoline,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,26500
Lexus,GX 460 Base,2020,"48,210 mi.",Gasoline,4.6L V8 32V MPFI DOHC,6-Speed Automatic,Nebula Gray Pearl,Rioja Red,At least 1 accident or damage reported,Yes,47449
Rivian,R1S Adventure Package,2023,250 mi.,,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Green,Black,,,97500
Ford,F-250 XL,2016,"75,200 mi.",E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,None reported,Yes,22000
Chevrolet,Avalanche 1500 LT,2010,"170,000 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,At least 1 accident or damage reported,Yes,9000
Mitsubishi,Eclipse Spyder GT,2007,"136,400 mi.",Gasoline,260.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,6750
Acura,Integra GS-R,1995,"123,000 mi.",–,–,5-Speed M/T,White,Blue,None reported,Yes,10999
Audi,R8 5.2 V10,2021,"6,397 mi.",Gasoline,5.2L V10 40V PDI DOHC,7-Speed Automatic with Auto-Shift,Kemora Gray Metallic,Black / Express Red,None reported,,172900
Cadillac,CTS 2.0L Turbo Luxury,2014,"110,000 mi.",Gasoline,272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,11000
Porsche,Panamera 4 Platinum Edition,2022,"10,627 mi.",Gasoline,"2.9L V-6 gasoline direct injection, DOHC, variable valve control","Automatic, 8-Spd PDK Dual-Clutch",Chalk,BLACK,None reported,,99000
Alfa,Romeo Stelvio Ti,2020,"41,000 mi.",Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,32400
RAM,1500 Big Horn,2022,"11,468 mi.",Gasoline,5.7L V8 16V MPFI OHV,Automatic,Bright White Clearcoat,Black,None reported,Yes,50204
Rolls-Royce,Phantom,2023,"1,560 mi.",–,–,–,Tempest,Cobalt Blue,None reported,Yes,599995
Jaguar,F-TYPE R,2017,"58,000 mi.",Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,51500
Audi,A5 2.0T Premium Plus,2015,"82,000 mi.",Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,Yes,17000
Land,Rover Range Rover Velar P250 S R-Dynamic,2020,"30,500 mi.",Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,None reported,Yes,44000
BMW,X6 M Base,2021,"18,000 mi.",Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,94000
Honda,S2000 Base,2003,"101,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,28000
Chevrolet,Tahoe Premier,2021,"41,050 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Gray,None reported,Yes,62900
Audi,S4 3.0T Premium Plus,2018,"26,500 mi.",Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,38000
Chevrolet,Cruze LS,2018,"100,000 mi.",Gasoline,153.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,8500
Maserati,Quattroporte Base,2006,"51,000 mi.",Gasoline,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,At least 1 accident or damage reported,Yes,18000
Mercedes-Benz,AMG C 63 S,2017,"34,500 mi.",Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,64600
Alfa,Romeo Stelvio Quadrifoglio,2019,"26,500 mi.",Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,53900
Toyota,GR Corolla Circuit Edition,2023,952 mi.,Gasoline,300.0HP 1.6L 3 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,None reported,Yes,49950
Acura,RDX Base,2018,"68,425 mi.",Gasoline,279.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,–,At least 1 accident or damage reported,Yes,23500
Tesla,Model Y Long Range,2021,"14,642 mi.",,425.0HP Electric Motor Electric Fuel System,A/T,Red,Black,None reported,Yes,48500
Porsche,Macan S,2018,"40,950 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,39750
BMW,X3 xDrive28i,2015,"92,984 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,At least 1 accident or damage reported,Yes,17000
Lamborghini,Huracan Tecnica Coupe,2023,278 mi.,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,Bianco Monocerus,Nero Ade,None reported,,359991
Chevrolet,Silverado 1500 Z71 Extended Cab,2004,"185,000 mi.",Gasoline,295.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,10500
Honda,Civic EX,2012,"167,506 mi.",Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Black,–,None reported,Yes,6500
Mazda,CX-5 Grand Touring,2021,"61,117 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Sonic Silver Metallic,Black,None reported,Yes,26485
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,"35,650 mi.",Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,57999
Toyota,Camry Solara SLE,2007,"138,000 mi.",Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,None reported,Yes,6800
Maserati,GranTurismo Base,2015,"28,000 mi.",Gasoline,444.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Red,None reported,Yes,44999
Toyota,Tundra Platinum,2018,"66,000 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,51000
Mazda,MX-5 Miata Club,2021,"5,093 mi.",Gasoline,181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,28000
Ford,E350 Super Duty Base,2006,"158,000 mi.",Gasoline,305.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,8500
Ford,Thunderbird Deluxe,2002,"40,110 mi.",Gasoline,252.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,Yellow,Black,None reported,Yes,18500
Porsche,911 Carrera,1995,"49,900 mi.",–,–,6-Speed M/T,Silver,Gray,At least 1 accident or damage reported,Yes,97993
Chevrolet,Silverado 1500 Custom Trail Boss,2021,"51,351 mi.",Gasoline,5.3L V8 16V GDI OHV,Automatic,Black,Jet Black,None reported,Yes,43147
BMW,M235 i,2015,"68,750 mi.",Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,25999
BMW,535 i xDrive,2015,"65,000 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,24995
Cadillac,CTS Performance,2014,"34,988 mi.",Gasoline,318.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,21500
Toyota,Tundra SR5,2022,"29,322 mi.",Gasoline,3.4L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Gray,Black,None reported,,44999
Ford,F-150 Lariat,2018,"65,441 mi.",Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,38000
BMW,X6 xDrive50i,2017,"78,500 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Brown,At least 1 accident or damage reported,Yes,42000
Chevrolet,Corvette Stingray w/2LT,2023,"2,058 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,101999
Chevrolet,Trailblazer LS,2021,"24,965 mi.",Gasoline,1.2L I3 12V GDI DOHC Turbo,Automatic CVT,Mosaic Black Metallic,Jet Black,At least 1 accident or damage reported,Yes,22995
Jeep,Wrangler Unlimited Sport,2013,"77,634 mi.",Gasoline,3.6L V6 24V MPFI DOHC,5-Speed Automatic,Gecko Pearlcoat,Black,None reported,,24590
Genesis,G90 3.3T Premium,2021,"9,950 mi.",Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Blue,None reported,Yes,53950
Ford,F-250 Lariat,2019,"85,000 mi.",Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,55000
Lexus,LX 570 Three-Row,2021,"25,997 mi.",Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Brown,None reported,Yes,87000
Cadillac,Escalade Premium Luxury,2023,600 mi.,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,103000
Chevrolet,Camaro 1SS,2017,"50,850 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,37000
GMC,Acadia SLE,2021,"26,000 mi.",Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,30900
Porsche,Cayman GT4,2016,"15,168 mi.",Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,115000
Chevrolet,Camaro 1LT,2021,"18,000 mi.",Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,30000
Chevrolet,Camaro 2SS,2016,"164,000 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,Yes,21500
Nissan,Maxima SV,2012,"42,259 mi.",Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,At least 1 accident or damage reported,Yes,17000
Mercedes-Benz,GLS 450 Base,2022,"41,545 mi.",Hybrid,3.0 Liter DOHC Twin Turbo,Automatic,MANUFAKTUR Diamond White Bright,Macchiato Beige/Black,None reported,,71998
Audi,Q5 S line Premium,2022,"18,099 mi.",Hybrid,2.0 Liter TFSI,Automatic,Daytona Gray,Gray,None reported,,40798
Toyota,Camry Hybrid LE,2022,"14,048 mi.",Hybrid,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,Black,Black,None reported,,29999
Ford,Bronco Heritage Edition Advanced,2023,"1,500 mi.",Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,7-Speed M/T,Red,–,None reported,Yes,60000
Mazda,CX-30 Premium Package,2021,"45,303 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Snowflake White Pearl,White / Brown,None reported,,25382
Kia,Optima S,2018,"74,000 mi.",Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,15000
Acura,TLX Type S w/Performance Tire,2023,"1,798 mi.",Gasoline,355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,53000
Aston,Martin Vantage GT Base,2015,"21,100 mi.",Gasoline,430.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,80000
GMC,Yukon SLT,2002,"222,600 mi.",Gasoline,275.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Beige,None reported,Yes,4999
INFINITI,Q50 3.0t Signature Edition,2017,"67,000 mi.",Gasoline,300.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,23000
Audi,A4 2.0T Premium,2012,"125,000 mi.",Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,10500
Lexus,CT 200h Premium,2014,"125,519 mi.",Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Black,Black,At least 1 accident or damage reported,Yes,16000
Mazda,MX-5 Miata Grand Touring,2012,"33,576 mi.",Gasoline,167.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Beige,None reported,Yes,18900
Volvo,C30 T5 Premier Plus,2013,"73,000 mi.",Gasoline,227.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,13900
Lincoln,MKX Base,2010,"156,000 mi.",Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,5900
Toyota,C-HR LE,2021,"13,180 mi.",Gasoline,2.0 Liter,CVT-F,–,–,None reported,,23998
Cadillac,Escalade Premium Luxury,2017,"55,000 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,49900
